"Mod name","Registry name","Entity class name","ID"
"Digimobs","digimobs:lilamon","EntityLilamon",1073
"Digimobs","digimobs:lilithmon","EntityLilithmon",1274
"Digimobs","digimobs:lilymon","EntityLilymon",1017
"Digimobs","digimobs:lopmon","EntityLopmon",652
"Digimobs","digimobs:lotusmon","EntityLotusmon",1224
"Digimobs","digimobs:ltoyagumon","EntityLToyAgumon",688
"Digimobs","digimobs:lunamon","EntityLunamon",700
"Digimobs","digimobs:machgaogamon","EntityMachGaogamon",1057
"Digimobs","digimobs:machinedramon","EntityMachinedramon",1263
"Digimobs","digimobs:magnaangemon","EntityMagnaAngemon",1019
"Digimobs","digimobs:magnadramon","EntityMagnadramon",1228
"Digimobs","digimobs:magnamon","EntityMagnamon",936
"Digimobs","digimobs:mamemon","EntityMamemon",1032
"Digimobs","digimobs:marineangemon","EntityMarineAngemon",1237
"Digimobs","digimobs:mastemon","EntityMastemon",1275
"Digimobs","digimobs:mastertyrannomon","EntityMasterTyrannomon",1051
"Digimobs","digimobs:meegg","EntityMEEgg",544
"Digimobs","digimobs:megadramon","EntityMegadramon",1066
"Digimobs","digimobs:megagargomon","EntityMegaGargomon",1242
"Digimobs","digimobs:megakabuterimonblue","EntityMegaKabuterimonBlue",1016
"Digimobs","digimobs:megakabuterimonred","EntityMegaKabuterimonRed",1015
"Digimobs","digimobs:megaseadramon","EntityMegaSeadramon",1062
"Digimobs","digimobs:meicoomon","EntityMeicoomon",835
"Digimobs","digimobs:meicoonyaromon","EntityMeicooNyaromon",628
"Digimobs","digimobs:meicoosalamon","EntityMeicooSalamon",715
"Digimobs","digimobs:meicooyukimibotaegg","EntityMeicooYukimiBotaEgg",537
"Digimobs","digimobs:meicooyukimibotamon","EntityMeicooYukimiBotamon",581
"Digimobs","digimobs:meicrackmon","EntityMeicrackmon",1079
"Digimobs","digimobs:meicrackmonvm","EntityMeicrackmonVM",1078
"Digimobs","digimobs:meramon","EntityMeramon",784
"Digimobs","digimobs:metaletemon","EntityMetalEtemon",1296
"Digimobs","digimobs:metalgarurumon","EntityMetalGarurumon",1222
"Digimobs","digimobs:metalgreymon","EntityMetalGreymon",1010
"Digimobs","digimobs:metalgreymonvirus","EntityMetalGreymonVirus",1011
"Digimobs","digimobs:metalkoroegg","EntityMetalKoroEgg",519
"Digimobs","digimobs:metalkoromon","EntityMetalKoromon",564
"Digimobs","digimobs:metalmamemon","EntityMetalMamemon",1033
"Digimobs","digimobs:metalseadramon","EntityMetalSeadramon",1255
"Digimobs","digimobs:metaltyrannomon","EntityMetalTyrannomon",1088
"Digimobs","digimobs:meteormon","EntityMeteormon",1036
"Digimobs","digimobs:mikemon","EntityMikemon",773
"Digimobs","digimobs:millenniummon","EntityMillenniummon",1299
"Digimobs","digimobs:minomon","EntityMinomon",601
"Digimobs","digimobs:miragegaogamon","EntityMirageGaogamon",1249
"Digimobs","digimobs:missimon","EntityMissimon",618
"Digimobs","digimobs:mistymon","EntityMistymon",1069
"Digimobs","digimobs:modokibetamon","EntityModokiBetamon",684
"Digimobs","digimobs:mojyamon","EntityMojyamon",844
"Digimobs","digimobs:mokuegg","EntityMokuEgg",518
"Digimobs","digimobs:mokumon","EntityMokumon",563
"Digimobs","digimobs:monimon","EntityMonimon",1493
"Digimobs","digimobs:monitamon","EntityMonitamon",1494
"Digimobs","digimobs:monmon","EntityMonmon",705
"Digimobs","digimobs:monochromon","EntityMonochromon",804
"Digimobs","digimobs:monzaemon","EntityMonzaemon",1037
"Digimobs","digimobs:moonmon","EntityMoonmon",616
"Digimobs","digimobs:morishellmon","EntityMoriShellmon",801
"Digimobs","digimobs:motimon","EntityMotimon",593
"Digimobs","digimobs:muchomon","EntityMuchomon",676
"Digimobs","digimobs:mushroomon","EntityMushroomon",691
"Digimobs","digimobs:myotismon","EntityMyotismon",1056
"Digimobs","digimobs:nanimon","EntityNanimon",806
"Digimobs","digimobs:nefertimon","EntityNefertimon",943
"Digimobs","digimobs:ninjamon","EntityNinjamon",1484
"Digimobs","digimobs:nisedrimogemon","EntityNiseDrimogemon",846
"Digimobs","digimobs:noblepumpkinmon","EntityNoblePumpkinmon",1298
"Digimobs","digimobs:nsegg","EntityNSEgg",543
"Digimobs","digimobs:nspegg","EntityNSpEgg",538
"Digimobs","digimobs:numemon","EntityNumemon",789
"Digimobs","digimobs:nyaromon","EntityNyaromon",597
"Digimobs","digimobs:nyokiegg","EntityNyokiEgg",502
"Digimobs","digimobs:nyokimon","EntityNyokimon",547
"Digimobs","digimobs:ogremon","EntityOgremon",808
"Digimobs","digimobs:omnimon","EntityOmnimon",1229
"Digimobs","digimobs:omnimonmm","EntityOmnimonMM",1287
"Digimobs","digimobs:omnimonzwart","EntityOmnimonZwart",1230
"Digimobs","digimobs:ophanimon","EntityOphanimon",1276
"Digimobs","digimobs:ophanimoncore","EntityOphanimonCore",1277
"Digimobs","digimobs:otamamon","EntityOtamamon",703
"Digimobs","digimobs:otamamonred","EntityOtamamonRed",704
"Digimobs","digimobs:pabuegg","EntityPabuEgg",503
"Digimobs","digimobs:pabumon","EntityPabumon",548
"Digimobs","digimobs:pafuegg","EntityPafuEgg",523
"Digimobs","digimobs:pafumon","EntityPafumon",568
"Digimobs","digimobs:pagumon","EntityPagumon",614
"Digimobs","digimobs:paildramon","EntityPaildramon",1041
"Digimobs","digimobs:palmon","EntityPalmon",645
"Digimobs","digimobs:panbachimon","EntityPanbachimon",1045
"Digimobs","digimobs:pandamon","EntityPandamon",1044
"Digimobs","digimobs:panjyamon","EntityPanjyamon",1030
"Digimobs","digimobs:paoegg","EntityPaoEgg",525
"Digimobs","digimobs:paomon","EntityPaomon",570
"Digimobs","digimobs:patamon","EntityPatamon",648
"Digimobs","digimobs:pegasusmon","EntityPegasusmon",942
"Digimobs","digimobs:penguinmon","EntityPenguinmon",675
"Digimobs","digimobs:pepperbreath","EntityRangedAttack",1492
"Digimobs","digimobs:petitegg","EntityPetitEgg",532
"Digimobs","digimobs:petitmon","EntityPetitmon",577
"Digimobs","digimobs:phantomon","EntityPhantomon",1077
"Digimobs","digimobs:phoenixmon","EntityPhoenixmon",1223
"Digimobs","digimobs:pichiegg","EntityPichiEgg",505
"Digimobs","digimobs:pichimon","EntityPichimon",550
"Digimobs","digimobs:piddomon","EntityPiddomon",767
"Digimobs","digimobs:piedmon","EntityPiedmon",1271
"Digimobs","digimobs:pinamon","EntityPinamon",629
"Digimobs","digimobs:pipismon","EntityPipismon",950
"Digimobs","digimobs:piximon","EntityPiximon",1052
"Digimobs","digimobs:platinumnumemon","EntityPlatinumNumemon",1257
"Digimobs","digimobs:platinumsukamon","EntityPlatinumSukamon",797
"Digimobs","digimobs:plesiomon","EntityPlesiomon",1226
"Digimobs","digimobs:popoegg","EntityPopoEgg",524
"Digimobs","digimobs:popomon","EntityPopomon",569
"Digimobs","digimobs:poromon","EntityPoromon",599
"Digimobs","digimobs:poyoegg","EntityPoyoEgg",506
"Digimobs","digimobs:poyomon","EntityPoyomon",551
"Digimobs","digimobs:prairiemon","EntityPrairiemon",940
"Digimobs","digimobs:psychemon","EntityPsychemon",642
"Digimobs","digimobs:pukumon","EntityPukumon",1262
"Digimobs","digimobs:pumpkinmon","EntityPumpkinmon",1095
"Digimobs","digimobs:puniegg","EntityPuniEgg",501
"Digimobs","digimobs:punimon","EntityPunimon",546
"Digimobs","digimobs:puppetmon","EntityPuppetmon",1260
"Digimobs","digimobs:pupuegg","EntityPupuEgg",526
"Digimobs","digimobs:pupumon","EntityPupumon",571
"Digimobs","digimobs:puroromon","EntityPuroromon",619
"Digimobs","digimobs:pururuegg","EntityPururuEgg",509
"Digimobs","digimobs:pururumon","EntityPururumon",554
"Digimobs","digimobs:puttiegg","EntityPuttiEgg",527
"Digimobs","digimobs:puttimon","EntityPuttimon",572
"Digimobs","digimobs:puwaegg","EntityPuwaEgg",528
"Digimobs","digimobs:puwamon","EntityPuwamon",573
"Digimobs","digimobs:quetzalmon","EntityQuetzalmon",949
"Digimobs","digimobs:rabbitmon","EntityRabbitmon",939
"Digimobs","digimobs:raguelmon","EntityRaguelmon",1286
"Digimobs","digimobs:raidramon","EntityRaidramon",932
"Digimobs","digimobs:rapidmon","EntityRapidmon",1025
"Digimobs","digimobs:rapidmongold","EntityRapidmonGold",937
"Digimobs","digimobs:redveedramon","EntityRedVeedramon",794
"Digimobs","digimobs:redvegiemon","EntityRedVegiemon",849
"Digimobs","digimobs:releegg","EntityReleEgg",513
"Digimobs","digimobs:relemon","EntityRelemon",558
"Digimobs","digimobs:renamon","EntityRenamon",661
"Digimobs","digimobs:rizegreymon","EntityRizeGreymon",1054
"Digimobs","digimobs:rosemon","EntityRosemon",1258
"Digimobs","digimobs:saberdramon","EntitySaberdramon",762
"Digimobs","digimobs:saberleomon","EntitySaberLeomon",1245
"Digimobs","digimobs:sakuegg","EntitySakuEgg",536
"Digimobs","digimobs:sakumon","EntitySakumon",580
"Digimobs","digimobs:sakuttomon","EntitySakuttomon",630
"Digimobs","digimobs:sakuyamon","EntitySakuyamon",1240
"Digimobs","digimobs:salamon","EntitySalamon",650
"Digimobs","digimobs:seadramon","EntitySeadramon",799
"Digimobs","digimobs:seraphimon","EntitySeraphimon",1227
"Digimobs","digimobs:shadowseraphimon","EntityShadowSeraphimon",1294
"Digimobs","digimobs:shadowtoyagumon","EntityShadowToyAgumon",686
"Digimobs","digimobs:shadowweregarurumon","EntityShadowWereGarurumon",1013
"Digimobs","digimobs:shakkoumon","EntityShakkoumon",1049
"Digimobs","digimobs:shamanmon","EntityShamanmon",695
"Digimobs","digimobs:shellmon","EntityShellmon",800
"Digimobs","digimobs:shellnumemon","EntityShellNumemon",1482
"Digimobs","digimobs:shimaunimon","EntityShimaUnimon",816
"Digimobs","digimobs:shinegreymon","EntityShineGreymon",1244
"Digimobs","digimobs:shurimon","EntityShurimon",941
"Digimobs","digimobs:silphymon","EntitySilphymon",1042
"Digimobs","digimobs:skullgreymon","EntitySkullGreymon",1021
"Digimobs","digimobs:skullmeramon","EntitySkullMeramon",1055
"Digimobs","digimobs:skullsatamon","EntitySkullSatamon",1053
"Digimobs","digimobs:slayerdramon","EntitySlayerdramon",1282
"Digimobs","digimobs:snowagumon","EntitySnowAgumon",656
"Digimobs","digimobs:snowagumons","EntitySnowAgumonS",708
"Digimobs","digimobs:snowgoblimon","EntitySnowGoblimon",694
"Digimobs","digimobs:solarmon","EntitySolarmon",671
"Digimobs","digimobs:sorcerymon","EntitySorcerymon",821
"Digimobs","digimobs:soulmon","EntitySoulmon",825
"Digimobs","digimobs:stegomon","EntityStegomon",944
"Digimobs","digimobs:stingmon","EntityStingmon",771
"Digimobs","digimobs:submarimon","EntitySubmarimon",935
"Digimobs","digimobs:sukamon","EntitySukamon",796
"Digimobs","digimobs:sunflowmon","EntitySunflowmon",1485
"Digimobs","digimobs:sunmon","EntitySunmon",615
"Digimobs","digimobs:syakomon","EntitySyakomon",698
"Digimobs","digimobs:tanemon","EntityTanemon",594
"Digimobs","digimobs:taomon","EntityTaomon",1023
"Digimobs","digimobs:taomonvaccine","EntityTaomonVaccine",1075
"Digimobs","digimobs:tapirmon","EntityTapirmon",672
"Digimobs","digimobs:tekkamon","EntityTekkamon",1039
"Digimobs","digimobs:tentomon","EntityTentomon",644
"Digimobs","digimobs:terriermon","EntityTerriermon",651
"Digimobs","digimobs:thundermon","EntityThundermon",798
"Digimobs","digimobs:tigervespamon","EntityTigerVespamon",1251
"Digimobs","digimobs:tinmon","EntityTinmon",1065
"Digimobs","digimobs:togemon","EntityTogemon",764
"Digimobs","digimobs:tokomon","EntityTokomon",596
"Digimobs","digimobs:toucanmon","EntityToucanmon",947
"Digimobs","digimobs:toyagumon","EntityToyAgumon",685
"Digimobs","digimobs:tsubuegg","EntityTsuboEgg",510
"Digimobs","digimobs:tsubumon","EntityTsubumon",555
"Digimobs","digimobs:tsukaimon","EntityTsukaimon",649
"Digimobs","digimobs:tsumemon","EntityTsumemon",610
"Digimobs","digimobs:tsunomon","EntityTsunomon",591
"Digimobs","digimobs:turuiemon","EntityTuruiemon",781
"Digimobs","digimobs:tyrannomon","EntityTyrannomon",769
"Digimobs","digimobs:ulforceveedramon","EntityUlforceVeedramon",1273
"Digimobs","digimobs:unimon","EntityUnimon",815
"Digimobs","digimobs:upamon","EntityUpamon",600
"Digimobs","digimobs:vbegg","EntityVBEgg",542
"Digimobs","digimobs:veedramon","EntityVeedramon",793
"Digimobs","digimobs:veedramonvirus","EntityVeedramonVirus",795
"Digimobs","digimobs:veemon","EntityVeemon",663
"Digimobs","digimobs:vegiemon","EntityVegiemon",848
"Digimobs","digimobs:venommyotismon","EntityVenomMyotismon",1248
"Digimobs","digimobs:vermilimon","EntityVermilimon",1040
"Digimobs","digimobs:victorygreymon","EntityVictoryGreymon",1261
"Digimobs","digimobs:vielecmon","EntityViElecmon",678
"Digimobs","digimobs:vikemon","EntityVikemon",1259
"Digimobs","digimobs:viximon","EntityViximon",603
"Digimobs","digimobs:wanyamon","EntityWanyamon",609
"Digimobs","digimobs:wargreymon","EntityWarGreymon",1221
"Digimobs","digimobs:wargreymonx","EntityWarGreymonX",1290
"Digimobs","digimobs:wargrowlmon","EntityWarGrowlmon",1022
"Digimobs","digimobs:wargrowlmondata","EntityWarGrowlmonYellow",1074
"Digimobs","digimobs:warumonzaemon","EntityWaruMonzaemon",1046
"Digimobs","digimobs:waruseadramon","EntityWaruSeadramon",1063
"Digimobs","digimobs:waspmon","EntityWaspmon",819
"Digimobs","digimobs:wendigomon","EntityWendigomon",779
"Digimobs","digimobs:weregarurumon","EntityWereGarurumon",1012
"Digimobs","digimobs:wgegg","EntityWGEgg",539
"Digimobs","digimobs:whamon","EntityWhamon",1092
"Digimobs","digimobs:wingdramon","EntityWingdramon",1084
"Digimobs","digimobs:wizardmon","EntityWizardmon",1491
"Digimobs","digimobs:woodmon","EntityWoodmon",1483
"Digimobs","digimobs:wormmon","EntityWormmon",666
"Digimobs","digimobs:xiaomon","EntityXiaomon",627
"Digimobs","digimobs:yaamon","EntityYaamon",607
"Digimobs","digimobs:yasyamon","EntityYasyamon",946
"Digimobs","digimobs:yokomon","EntityYokomon",592
"Digimobs","digimobs:youkomon","EntityYoukomon",780
"Digimobs","digimobs:yukimibotaegg","EntityYukimiBotaEgg",507
"Digimobs","digimobs:yukimibotamon","EntityYukimiBotamon",552
"Digimobs","digimobs:yuraegg","EntityYuraEgg",504
"Digimobs","digimobs:yuramon","EntityYuramon",549
"Digimobs","digimobs:zassomon","EntityZassomon",850
"Digimobs","digimobs:zeedgarurumon","EntityZeedGarurumon",1292
"Digimobs","digimobs:zeriegg","EntityZeriEgg",514
"Digimobs","digimobs:zerimon","EntityZerimon",559
"Digimobs","digimobs:zudomon","EntityZudomon",1018
"Digimobs","digimobs:zuruegg","EntityZuruEgg",520
"Digimobs","digimobs:zurumon","EntityZurumon",565
"Dynamic Trees","dynamictrees:falling_tree","EntityFallingTree",0
"Ender Mail","endermail:ender_mailman","EntityEnderMailman",0
"EvilCraft","evilcraft:broom_entity","EntityBroom",3
"EvilCraft","evilcraft:controlled_zombie","ControlledZombie",14
"EvilCraft","evilcraft:entity_attack_vengeance_beam","EntityAttackVengeanceBeam",17
"EvilCraft","evilcraft:entity_biome_extract","EntityBiomeExtract",8
"EvilCraft","evilcraft:entity_blood_pearl","EntityBloodPearl",2
"EvilCraft","evilcraft:entity_item_dark_stick","EntityItemDarkStick",7
"EvilCraft","evilcraft:entity_item_empowerable","EntityItemEmpowerable",5
"EvilCraft","evilcraft:entity_item_undespawnable","EntityItemUndespawnable",6
"EvilCraft","evilcraft:entity_lightning_bomb","EntityLightningBombPrimed",9
"EvilCraft","evilcraft:entity_lightning_grenade","EntityLightningGrenade",0
"EvilCraft","evilcraft:entity_necromancers_head","EntityNecromancersHead",16
"EvilCraft","evilcraft:entity_neutron_beam","EntityAntiVengeanceBeam",15
"EvilCraft","evilcraft:entity_redstone_grenade","EntityRedstoneGrenade",1
"EvilCraft","evilcraft:entity_weather_container","EntityWeatherContainer",4
"EvilCraft","evilcraft:netherfish","Netherfish",11
"EvilCraft","evilcraft:poisonous_libelle","PoisonousLibelle",12
"EvilCraft","evilcraft:vengeance_spirit","VengeanceSpirit",13
"EvilCraft","evilcraft:werewolf","Werewolf",10
"Familiar Fauna","familiarfauna:familiarfauna.butterfly","EntityButterfly",1
"Familiar Fauna","familiarfauna:familiarfauna.deer","EntityDeer",2
"Familiar Fauna","familiarfauna:familiarfauna.dragonfly","EntityDragonfly",3
"Familiar Fauna","familiarfauna:familiarfauna.pixie","EntityPixie",4
"Familiar Fauna","familiarfauna:familiarfauna.snail","EntitySnail",5
"Familiar Fauna","familiarfauna:familiarfauna.turkey","EntityTurkey",6
"Fish's Undead Rising","mod_lavacow:acidjet","EntityAcidJet",22
"Fish's Undead Rising","mod_lavacow:boneworm","EntityBoneWorm",21
"Fish's Undead Rising","mod_lavacow:foglet","EntityFoglet",3
"Fish's Undead Rising","mod_lavacow:holygrenade","EntityHolyGrenade",23
"Fish's Undead Rising","mod_lavacow:ithaqua","EntityWendigo",7
"Fish's Undead Rising","mod_lavacow:lavacow","EntityLavaCow",0
"Fish's Undead Rising","mod_lavacow:lilsludge","EntityLilSludge",11
"Fish's Undead Rising","mod_lavacow:mimic","EntityMimic",8
"Fish's Undead Rising","mod_lavacow:parasite","EntityParasite",2
"Fish's Undead Rising","mod_lavacow:pingu","EntityPingu",24
"Fish's Undead Rising","mod_lavacow:piranha","EntityPiranha",18
"Fish's Undead Rising","mod_lavacow:piranhalauncher","EntityPiranhaLauncher",20
"Fish's Undead Rising","mod_lavacow:ptera","EntityPtera",14
"Fish's Undead Rising","mod_lavacow:raven","EntityRaven",13
"Fish's Undead Rising","mod_lavacow:salamander","EntitySalamander",6
"Fish's Undead Rising","mod_lavacow:scarecrow","EntityScarecrow",16
"Fish's Undead Rising","mod_lavacow:sludgejet","EntitySludgeJet",10
"Fish's Undead Rising","mod_lavacow:sludgelord","EntitySludgeLord",9
"Fish's Undead Rising","mod_lavacow:unburied","EntityUnburied",26
"Fish's Undead Rising","mod_lavacow:undeadswine","EntityUndeadSwine",5
"Fish's Undead Rising","mod_lavacow:undertaker","EntityUndertaker",25
"Fish's Undead Rising","mod_lavacow:vespa","EntityVespa",15
"Fish's Undead Rising","mod_lavacow:vespacocoon","EntityVespaCocoon",17
"Fish's Undead Rising","mod_lavacow:warsmallfireball","EntityWarSmallFireball",12
"Fish's Undead Rising","mod_lavacow:zombiefrozen","EntityZombieFrozen",4
"Fish's Undead Rising","mod_lavacow:zombiemushroom","EntityZombieMushroom",1
"Fish's Undead Rising","mod_lavacow:zombiepiranha","EntityZombiePiranha",19
"Glacidus","glacidus:artifact","EntityArtifact",5
"Glacidus","glacidus:drop_spider","EntityDropSpider",0
"Glacidus","glacidus:frigispitor","EntityFrigispitor",4
"Glacidus","glacidus:frigispitor_blob","EntityFrigispiterBlob",6
"Glacidus","glacidus:merialces","EntityMerialces",2
"Glacidus","glacidus:morprous","EntityMorprous",3
"Glacidus","glacidus:porcali","EntityPorcali",1
"Good Night's Sleep","goodnightsleep:baby_creeper","EntityBabyCreeper",1
"Good Night's Sleep","goodnightsleep:gns_spawner","EntityGNSSpawner",5
"Good Night's Sleep","goodnightsleep:gummy_bear","EntityGummyBear",3
"Good Night's Sleep","goodnightsleep:herobrine","EntityHerobrine",2
"Good Night's Sleep","goodnightsleep:tormenter","EntityTormenter",0
"Good Night's Sleep","goodnightsleep:unicorn_gns","EntityUnicorn",4
"Grappling hook mod","grapplemod:grapplemod","grappleArrow",0
"Hatchery","hatchery:roosterentity","EntityRooster",1
"Hatchery","hatchery:thrownegg","HatcheryEggThrown",2
"HeroesExpansion","heroesexpansion:billy_club_hook","EntityBillyClubHook",11
"HeroesExpansion","heroesexpansion:black_hole","EntityBlackHole",12
"HeroesExpansion","heroesexpansion:captain_america_shield","EntityCaptainAmericaShield",4
"HeroesExpansion","heroesexpansion:chitauri","EntityChitauri",6
"HeroesExpansion","heroesexpansion:explosive_arrow","EntityExplosiveArrow",15
"HeroesExpansion","heroesexpansion:gas_arrow","EntityGasArrow",17
"HeroesExpansion","heroesexpansion:grabbed_block","EntityGrabbedBlock",13
"HeroesExpansion","heroesexpansion:grappling_hook_arrow","EntityGrapplingHookArrow",18
"HeroesExpansion","heroesexpansion:impact_web","EntityImpactWeb",24
"HeroesExpansion","heroesexpansion:kree","EntityKree",7
"HeroesExpansion","heroesexpansion:kryptonite_arrow","EntityKryptoniteArrow",19
"HeroesExpansion","heroesexpansion:leviathan","EntityLeviathan",5
"HeroesExpansion","heroesexpansion:mjolnir","EntityThorWeapon",1
"HeroesExpansion","heroesexpansion:portal","EntityPortal",3
"HeroesExpansion","heroesexpansion:pull_web","EntityPullWeb",21
"HeroesExpansion","heroesexpansion:radioactive_spider","EntityRadioactiveSpider",9
"HeroesExpansion","heroesexpansion:sharpened_arrow","EntitySharpenedArrow",14
"HeroesExpansion","heroesexpansion:smoke_arrow","EntitySmokeArrow",16
"HeroesExpansion","heroesexpansion:swing_web","EntitySwingWeb",22
"HeroesExpansion","heroesexpansion:taser_web","EntityTaserWeb",23
"HeroesExpansion","heroesexpansion:tesseract","EntityTesseract",2
"HeroesExpansion","heroesexpansion:thrown_billy_club","EntityThrownBillyClub",10
"HeroesExpansion","heroesexpansion:thrown_mjolnir","EntityThrownThorWeapon",0
"HeroesExpansion","heroesexpansion:vibranium_arrow","EntityVibraniumArrow",20
"HeroesExpansion","heroesexpansion:vulture_wings","EntityVultureWings",8
"HeroesExpansion","heroesexpansion:web_grenade","EntityWebGrenade",25
"Ice and Fire","iceandfire:amphithere","EntityAmphithere",934
"Ice and Fire","iceandfire:amphitherearrow","EntityAmphithereArrow",935
"Ice and Fire","iceandfire:chaintie","EntityChainTie",939
"Ice and Fire","iceandfire:cyclops","EntityCyclops",917
"Ice and Fire","iceandfire:deathworm","EntityDeathWorm",920
"Ice and Fire","iceandfire:deathwormegg","EntityDeathWormEgg",921
"Ice and Fire","iceandfire:dragonarrow","EntityDragonArrow",902
"Ice and Fire","iceandfire:dragonegg","EntityDragonEgg",901
"Ice and Fire","iceandfire:dragonfirecharge","EntityDragonFireCharge",908
"Ice and Fire","iceandfire:dragonicecharge","EntityDragonIceCharge",909
"Ice and Fire","iceandfire:dragonskull","EntityDragonSkull",903
"Ice and Fire","iceandfire:dread_beast","EntityDreadBeast",946
"Ice and Fire","iceandfire:dread_ghoul","EntityDreadGhoul",945
"Ice and Fire","iceandfire:dread_horse","EntityDreadHorse",951
"Ice and Fire","iceandfire:dread_knight","EntityDreadKnight",950
"Ice and Fire","iceandfire:dread_lich","EntityDreadLich",948
"Ice and Fire","iceandfire:dread_lich_skull","EntityDreadLichSkull",949
"Ice and Fire","iceandfire:dread_scuttler","EntityDreadScuttler",947
"Ice and Fire","iceandfire:dread_thrall","EntityDreadThrall",944
"Ice and Fire","iceandfire:firedragon","EntityFireDragon",905
"Ice and Fire","iceandfire:gorgon","EntityGorgon",914
"Ice and Fire","iceandfire:hippocampus","EntityHippocampus",919
"Ice and Fire","iceandfire:hippogryph","EntityHippogryph",912
"Ice and Fire","iceandfire:hippogryphegg","EntityHippogryphEgg",911
"Ice and Fire","iceandfire:hydra_arrow","EntityHydraArrow",954
"Ice and Fire","iceandfire:hydra_breath","EntityHydraBreath",953
"Ice and Fire","iceandfire:icedragon","EntityIceDragon",907
"Ice and Fire","iceandfire:if_cockatrice","EntityCockatrice",922
"Ice and Fire","iceandfire:if_cockatriceegg","EntityCockatriceEgg",923
"Ice and Fire","iceandfire:if_hydra","EntityHydra",952
"Ice and Fire","iceandfire:if_mob_skull","EntityMobSkull",943
"Ice and Fire","iceandfire:if_pixie","EntityPixie",915
"Ice and Fire","iceandfire:if_troll","EntityTroll",927
"Ice and Fire","iceandfire:myrmex_egg","EntityMyrmexEgg",933
"Ice and Fire","iceandfire:myrmex_queen","EntityMyrmexQueen",932
"Ice and Fire","iceandfire:myrmex_royal","EntityMyrmexRoyal",931
"Ice and Fire","iceandfire:myrmex_sentinel","EntityMyrmexSentinel",930
"Ice and Fire","iceandfire:myrmex_soldier","EntityMyrmexSoldier",929
"Ice and Fire","iceandfire:myrmex_swarmer","EntityMyrmexSwarmer",941
"Ice and Fire","iceandfire:myrmex_worker","EntityMyrmexWorker",928
"Ice and Fire","iceandfire:pixiecharge","EntityPixieCharge",940
"Ice and Fire","iceandfire:seaserpent","EntitySeaSerpent",936
"Ice and Fire","iceandfire:seaserpentarrow","EntitySeaSerpentArrow",938
"Ice and Fire","iceandfire:seaserpentbubble","EntitySeaSerpentBubbles",937
"Ice and Fire","iceandfire:siren","EntitySiren",918
"Ice and Fire","iceandfire:snowvillager","EntitySnowVillager",910
"Ice and Fire","iceandfire:stonestatue","EntityStoneStatue",913
"Ice and Fire","iceandfire:stymphalianarrow","EntityStymphalianArrow",926
"Ice and Fire","iceandfire:stymphalianbird","EntityStymphalianBird",924
"Ice and Fire","iceandfire:stymphalianfeather","EntityStymphalianFeather",925
"Ice and Fire","iceandfire:tide_trident","EntityTideTrident",942
"Immersive Engineering","immersiveengineering:chemthrowershot","EntityChemthrowerShot",4
"Immersive Engineering","immersiveengineering:explosive","EntityIEExplosive",7
"Immersive Engineering","immersiveengineering:fluorescenttube","EntityFluorescentTube",8
"Immersive Engineering","immersiveengineering:railgunshot","EntityRailgunShot",5
"Immersive Engineering","immersiveengineering:revolvershot","EntityRevolvershot",0
"Immersive Engineering","immersiveengineering:revolvershotflare","EntityRevolvershotFlare",6
"Immersive Engineering","immersiveengineering:revolvershothoming","EntityRevolvershotHoming",2
"Immersive Engineering","immersiveengineering:revolvershotwolfpack","EntityWolfpackShot",3
"Immersive Engineering","immersiveengineering:skylinehook","EntitySkylineHook",1
"Immersive Petroleum","immersivepetroleum:speedboat","EntitySpeedboat",0
"Localized Weather & Storms","weather2:moving_block","EntityMovingBlock",1
"Localized Weather & Storms","weather2:weather2_lightning_bolt","EntityLightningBolt",2
"Localized Weather & Storms","weather2:weather2_lightning_bolt_custom","EntityLightningBoltCustom",2
"Localized Weather & Storms","weather2:weather_hail","EntityIceBall",0
"Lord Craft","lordcraft:air_spread_spell","AirSpreadProjectile",4
"Lord Craft","lordcraft:dragonfire_spell","DragonFireProjectile",7
"Lord Craft","lordcraft:fireball_spell","FireballProjectile",5
"Lord Craft","lordcraft:hellfire_spell","HellFireProjectile",6
"Lord Craft","lordcraft:lord_air","LordAir",2149
"Lord Craft","lordcraft:lord_earth","LordEarth",2148
"Lord Craft","lordcraft:lord_fire","LordFire",2150
"Lord Craft","lordcraft:lord_spirit","LordSpirit",2151
"Lord Craft","lordcraft:lord_water","LordWater",2147
"Lord Craft","lordcraft:shard_spell","ShardProjectile",3
"Lord Craft","lordcraft:smash_spell","SmashProjectile",1
"Lord Craft","lordcraft:spread_spell","SpreadProjectile",2
"Lucraft: Core","lucraftcore:energy_blast","EntityEnergyBlast",0
"Lucraft: Core","lucraftcore:item_indestructible","EntityItemIndestructible",1
"Lycanites Mobs","lycanitesmobs:abaia","EntityAbaia",216
"Lycanites Mobs","lycanitesmobs:abtu","EntityAbtu",142
"Lycanites Mobs","lycanitesmobs:aegis","EntityAegis",180
"Lycanites Mobs","lycanitesmobs:afrit","EntityAfrit",147
"Lycanites Mobs","lycanitesmobs:aglebemu","EntityAglebemu",127
"Lycanites Mobs","lycanitesmobs:amalgalich","EntityAmalgalich",121
"Lycanites Mobs","lycanitesmobs:archvile","EntityArchvile",160
"Lycanites Mobs","lycanitesmobs:argus","EntityArgus",215
"Lycanites Mobs","lycanitesmobs:arisaur","EntityArisaur",101
"Lycanites Mobs","lycanitesmobs:arix","EntityArix",109
